# Measured G1 fall: two deliberate falls, peak tilt 81.15 deg, yaw spun at 0.7 rad/s to exercise yaw invariance.
t_s,qw,qx,qy,qz
28.8061,-0.633399824,-0.474816760,-0.366500893,-0.488907765
28.8283,-0.629573261,-0.471966268,-0.370188186,-0.493807713
28.8513,-0.625572842,-0.468977544,-0.373980703,-0.498855808
28.8717,-0.621980073,-0.466315498,-0.377335862,-0.503297419
28.8926,-0.618269707,-0.463559020,-0.380750130,-0.507823732
28.9156,-0.614142448,-0.460504720,-0.384490883,-0.512768191
28.9371,-0.610256912,-0.457611182,-0.387956116,-0.517366949
28.9598,-0.606122838,-0.454520268,-0.391584578,-0.522195317
28.9831,-0.601848572,-0.451306050,-0.395273058,-0.527124610
29.0033,-0.598095829,-0.448514826,-0.398466872,-0.531356737
29.0236,-0.594305492,-0.445672434,-0.401643472,-0.535592742
29.0445,-0.590350513,-0.442750849,-0.404918707,-0.539906286
29.0652,-0.586400408,-0.439836326,-0.408144270,-0.544147794
29.0860,-0.582417768,-0.436861014,-0.411342631,-0.548396971
29.1067,-0.578416133,-0.433887068,-0.414513740,-0.552589493
29.1268,-0.574504254,-0.430973805,-0.417568951,-0.556635080
29.1474,-0.570463304,-0.427968872,-0.420682041,-0.560750286
29.1701,-0.565978684,-0.424628381,-0.424084243,-0.565253413
29.1907,-0.561881573,-0.421569064,-0.427144181,-0.569312279
29.2111,-0.557800195,-0.418511448,-0.430146279,-0.573307325
29.2318,-0.553620747,-0.415399062,-0.433182694,-0.577321783
29.2535,-0.549212482,-0.412107133,-0.436335803,-0.581501872
29.2750,-0.544815847,-0.408819221,-0.439432174,-0.585612417
29.2952,-0.540660920,-0.405703657,-0.442313064,-0.589448442
29.3154,-0.536470905,-0.402578560,-0.445183773,-0.593246053
29.3361,-0.532155663,-0.399346849,-0.448093432,-0.597113657
29.3566,-0.527864637,-0.396112323,-0.450936692,-0.600924332
29.3768,-0.523592312,-0.392928490,-0.453742271,-0.604629013
29.3977,-0.519147660,-0.389609300,-0.456616592,-0.608433717
29.4179,-0.514820953,-0.386387482,-0.459378926,-0.612074426
29.4389,-0.510298282,-0.383013977,-0.462222582,-0.615829718
29.4597,-0.505793303,-0.379649932,-0.465012150,-0.619518171
29.4799,-0.501398075,-0.376356333,-0.467688983,-0.623075354
29.5057,-0.495738351,-0.372135121,-0.471090271,-0.627561069
29.5269,-0.491066649,-0.368631572,-0.473841267,-0.631220060
29.5477,-0.486441160,-0.365195174,-0.476542252,-0.634755831
29.5688,-0.481734575,-0.361673542,-0.479236231,-0.638323337
29.6021,-0.474264870,-0.356060308,-0.483414387,-0.643897834
29.6224,-0.469675909,-0.352619575,-0.485935916,-0.647248222
29.6434,-0.464905044,-0.349039645,-0.488516242,-0.650681571
29.6636,-0.460291935,-0.345578745,-0.490974007,-0.653950449
29.6868,-0.454966733,-0.341580681,-0.493763894,-0.657666425
29.7078,-0.450123905,-0.337938018,-0.496254796,-0.660997386
29.7288,-0.445249105,-0.334287294,-0.498733899,-0.664281370
29.7501,-0.440278773,-0.330567649,-0.501223789,-0.667573476
29.7703,-0.435541497,-0.327024504,-0.503561818,-0.670659432
29.7908,-0.430709892,-0.323414347,-0.505912870,-0.673753899
29.8142,-0.425172433,-0.319266787,-0.508555283,-0.677250799
29.8403,-0.418972779,-0.314601677,-0.511440412,-0.681114014
29.8607,-0.414100604,-0.310939828,-0.513670036,-0.684090789
29.8814,-0.409129525,-0.307215520,-0.515918285,-0.687066211
29.9042,-0.403636950,-0.303084533,-0.518346180,-0.690314578
29.9248,-0.398650620,-0.299337657,-0.520514911,-0.693209115
29.9449,-0.393759455,-0.295674665,-0.522618774,-0.695988219
29.9652,-0.388799684,-0.291960446,-0.524717935,-0.698759610
29.9864,-0.383603493,-0.288060053,-0.526871648,-0.701623854
